,id,spacegroup,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev,Ga_0,Ga_1,Ga_2,Ga_3,Ga_4,Ga_5,Al_0,Al_1,Al_2,Al_3,Al_4,Al_5,O_0,O_1,O_2,O_3,O_4,O_5,In_0,In_1,In_2,In_3,In_4,In_5
1757,1758,194,80.0,0.0,0.0312,0.9688,7.0991,7.0984,25.346,90.0186,89.9791,119.9841,0.1926,0.6486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.48907903076101,-10.95618513303262,-29.417049525595186,10.965120144326079,58.90612855635619,-0.008935011293474704,-20.110147800855586,7.751599936079468,-22.249284321014695,-7.4949514306477125,42.359432121870285,-0.25664850543175444
1758,1759,33,40.0,0.3125,0.0,0.6875,5.4305,9.2528,9.88,90.0021,89.9985,90.0004,0.2873,1.2056,0.0,0.0,0.0,0.0,0.0,0.0,-2.5251090386245187,-2.3388342178123733,4.510151897860559,-0.19447072912738936,-1.9850428592360387,2.533304946939761,-2.364018947911115,9.786027835735766,11.752674206078405,-3.2516066023352996,-9.38865525816729,-6.534421233400467,-3.219287612858685,5.807725226987162,-6.919314683813764,-4.547973489122348,10.138602296672452,-1.2597517378648158
1759,1760,33,80.0,0.125,0.875,0.0,10.1861,8.7506,9.3683,89.9976,90.0019,90.00200000000001,0.0589,2.3195,-6.6414138419213025,-9.202858614659613,-5.617305889321291,9.73008546552542,12.258719731242598,-0.5272268508658104,-1.4240633155511793,4.062166495643604,5.773352198942197,-1.1738787533045796,-4.349288883391018,-2.8882877423390254,-9.558260018452428,-12.45701887874987,17.193453740865372,-0.9648400377137761,-7.635193722412945,13.42185891646364,0,0,0,0,0,0
1760,1761,12,80.0,0.375,0.375,0.25,24.4659,6.2023,6.0565,89.9998,104.4912,90.0001,0.1003,2.1017,30.150040948449487,-0.017590628066448108,-14.940153332684426,2.958132067532885,-15.209887615765066,-2.9405414394664318,27.384222815688304,-0.4079664594437697,-15.543957051128258,-4.320628932441047,-11.840265764560034,4.728595391884816,53.10396802980521,-0.26523822250212914,-27.83020628287047,-8.131907200609424,-25.27376174693471,8.397145423111553,14.432981493321128,-0.03346583892382937,-7.10726701954771,3.3334012383362683,-7.325714473773414,-3.299935399412439
1761,1762,12,80.0,0.4375,0.2812,0.2812,24.3927,6.202000000000001,6.0758,89.9997,104.5965,90.0001,0.1203,2.2007,19.817939796932162,-0.20859792844416913,-9.058400430659123,3.7494872858150647,-10.759539366273042,-3.540889357370895,29.964588850070456,-0.25616134394496237,-16.2479968333402,-4.420245202396167,-13.716592016730251,4.676406546341131,52.86072177879171,-0.27343988573406475,-27.739774182876257,-8.142310326823788,-25.12094759591546,8.415750212557855,23.654774908899707,-0.1455646269970106,-12.840272575462695,-2.476839367341112,-10.814502333437016,2.622403994338126
1762,1763,167,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0622,3.5276,-6.145940747573212,1.7731448205807083,-6.563893190219326,-1.7346940215211977,12.709833937792533,-0.038450799059509634,-5.912581677748974,-1.9752766506549893,-3.440368251429131,2.356984147295517,9.352949929178106,-0.3817074966405288,-12.040521482265987,-4.402743059899878,-6.499198982635141,5.377106958830725,18.539720464901134,-0.9743638989308396,0,0,0,0,0,0
1763,1764,206,80.0,0.5625,0.25,0.1875,9.3342,9.3338,9.3339,90.0028,90.0033,89.9976,0.2016,2.7689,-2.2812042592880113,5.551260494941537,-6.4705168531361075,-4.023497917861491,8.751721112424123,-1.5277625770800451,10.386523018735337,-1.1370729438161569,-6.626950272668126,-5.609705246541826,-3.7595727460672093,6.746778190357981,-10.292083223128591,-10.522168688518503,-3.96703109880924,14.173695869904972,14.259114321937828,-3.6515271813864736,-1.3120984526444441,4.46908197652291,5.622879566851167,-1.349085605637232,-4.310781114206726,-3.1199963708856773
1764,1765,206,80.0,0.1875,0.2188,0.5938,9.8515,9.8514,9.8515,90.0018,90.0019,89.9978,0.17,1.2822,6.525667884367526,-1.447854498509647,-5.251176266715081,-2.8399274824958565,-1.274491617652441,4.287781981005505,7.453658767691959,-2.1716570310939494,-0.8608529078071836,5.32176448856459,-6.592805859884776,-3.1501074574706363,-8.905308239170292,-12.728742559070481,-6.5713160163198525,14.076205667790932,15.476624255490146,-1.347463108720448,-1.1713998330647213,8.920498183994972,10.38259806895922,-3.660291550257808,-9.211198235894498,-5.260206633737165
1765,1766,227,40.0,0.25,0.5625,0.1875,5.9804,5.9801,14.6404,89.992,90.0062,119.9968,0.28,0.8459,-9.01136999984042,-3.389329017191624,-6.315133623419483,3.8115906087545848,15.326503623259907,-0.4222615915629587,-6.704024427325499,-3.256190282371152,-3.6446442431303714,3.968096325448551,10.348668670455869,-0.7119060430773974,-13.119855466323878,-6.494473996080875,-9.601183756295573,7.201477407833577,22.721039222619456,-0.7070034117526947,-1.4037135238013934,0.8078204828400416,-2.1376122551119643,-0.7034244806419376,3.541325778913358,-0.10439600219810298
1766,1767,227,40.0,0.3125,0.0625,0.625,10.6795,6.1454,15.2683,98.2599,97.1958,30.3191,0.3187,0.6802,0.0,0.0,0.0,0.0,0.0,0.0,-7.043574287343126,-2.656342003146575,10.708750181523428,-0.6243375336603678,-3.6651758941802983,3.2806795368069444,-1.6381801199433637,13.699793774828919,20.161072114459248,-5.979663045323219,-18.522891994515877,-7.720130729505696,-5.331284494820092,5.176538070780522,-9.95379200520199,-4.228453329778446,15.285076500022079,-0.9480847410020751
1767,1768,194,80.0,0.2812,0.0,0.7188,6.8233,6.8228,24.8119,90.0194,90.0018,119.9885,0.2741,0.7418,0.0,0.0,0.0,0.0,0.0,0.0,-9.421433618923075,4.498956128947377,-13.443257655200194,-4.000607683741113,22.864691274123267,-0.4983484452062653,-29.553311487496142,-10.461464508682344,-28.448234039647065,10.595192189168637,58.0015455271432,-0.1337276804862935,-19.45269186557541,-6.191487000566318,-16.65906656125405,6.5192570280401085,36.11175842682946,-0.327770027473792
1768,1769,12,20.0,0.375,0.625,0.0,12.2659,3.0312,5.8004,89.9997,103.7911,90.0002,0.0413,2.6021,9.571685245205234,-0.31237461749272266,-6.525362554346512,-1.1329405690099383,-3.0463226908587195,1.4453151865026614,-1.5880386459730975,2.3585271621257364,-1.9916756131158768,-2.1876561994968804,3.579714259088975,-0.17087096262885523,12.396571487818125,-0.9057259327001401,-8.23572390307705,-3.6802304318097145,-4.160847584741078,4.585956364509853,0,0,0,0,0,0
1769,1770,194,80.0,0.5938,0.0625,0.3438,6.4484,6.4479999999999995,24.0941,90.0147,90.0124,119.9961,0.3391,1.5383,-9.291694443572522,-0.9318297657841267,-6.022798117346986,1.074587107565199,15.314492560919511,-0.1427573417810699,-14.908636372978668,-6.045470457430708,-10.978330243633625,6.6899939420425145,25.88696661661229,-0.6445234846118041,-29.553048506497213,-9.803166228762752,-27.189388101991458,10.079239767419187,56.74243660848864,-0.27607353865644535,-12.853262564671907,2.656361961599821,-16.1917349078877,-2.460322361131146,29.044997472559608,-0.19603960046868138
1770,1771,167,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.071,3.4187,-6.173202760800867,-2.4169307399648887,-5.147243472034511,2.5675087862732684,11.32044623283538,-0.15057804630837843,-5.754293533205184,-1.6477528868355715,-5.245110356738994,1.699401587203547,10.999403889944176,-0.05164870036797633,-12.040521482265987,-4.402743059899878,-6.499198982635141,5.377106958830725,18.539720464901134,-0.9743638989308396,0,0,0,0,0,0
1771,1772,194,80.0,0.4062,0.5938,0.0,6.252000000000001,6.252000000000001,23.7931,90.0172,89.9994,119.9997,0.2341,2.4366,-15.073519643781852,-4.919066592435628,-14.74590509229091,4.955228285878521,29.819424736072758,-0.03616169344289811,-14.919623276327531,-5.348010755562372,-13.628825294308903,5.5116818717468465,28.548448570636445,-0.16367111618447272,-29.141215020218365,-9.513667962764467,-26.866182510620693,9.774835682199042,56.007397530839064,-0.2611677194345818,0,0,0,0,0,0
1772,1773,33,40.0,0.25,0.0,0.75,5.4797,9.3301,9.9569,90.0017,89.9979,90.0004,0.2506,1.1885,0.0,0.0,0.0,0.0,0.0,0.0,-2.3532963341547752,1.7260600249921703,-3.308396434410962,-1.5422758879992906,5.661692768565737,-0.18378413699287946,-2.4254714836086224,9.850437732803654,11.862476212500692,-3.242645763724936,-9.437004728892063,-6.607791969078716,-0.9124287108974896,6.886186708709174,-7.811498359496454,-4.013065486756072,8.723927070393941,-2.873121221953099
1773,1774,12,80.0,0.25,0.5,0.25,24.5958,6.2379,6.082000000000001,89.9999,104.4479,90.0001,0.1178,1.8197,36.21426946796266,-0.19050806489286876,-19.20433867045223,-4.620672174518142,-17.009930797510428,4.811180239411007,12.555022158952283,-0.06862068561516504,-6.472652146307617,-3.2768874580309926,-6.082370012644672,3.3455081436461556,53.4306764229712,-0.25699133133529084,-27.95543308739552,-8.176042721773749,-25.47524333557567,8.433034053109036,20.52582346384448,-0.012892271360559811,-10.327185691041295,-3.081404172848295,-10.198637772803187,3.094296444208855
1774,1775,206,80.0,0.4688,0.375,0.1562,9.3458,9.3454,9.3454,90.0034,90.0037,89.9967,0.1841,2.6323,9.431638881506005,-2.459788163121338,-8.084674111723277,-3.9350290033111404,-1.3469647697827334,6.394817166432478,-2.4894020968362365,6.283265662788901,-7.021284332020723,-4.560844274074446,9.510686428856957,-1.7224213887144562,-9.463109248016977,-11.297277223270298,-5.052885032293902,13.843336442395385,14.515994280310881,-2.5460592191250773,-4.513655920022939,-2.4988538836097636,-0.8799399186855332,3.9462235477062886,5.39359583870847,-1.4473696640965272
1775,1776,206,80.0,0.375,0.1875,0.4375,9.6344,9.6342,9.6343,90.0019,90.0023,89.99799999999999,0.22399999999999998,1.8113,-6.467609027578751,-2.1388809969592164,6.825204426116016,-1.8194286853802846,-0.35759539853726463,3.958309682339501,-2.3234394034443806,7.60787357367807,-5.917714812609342,-5.676589878168878,8.241154216053724,-1.9312836955091925,-10.09446938378691,-11.353723360304189,-4.785901542971666,14.418463300055988,14.880370926758575,-3.0647399397518025,-5.735227777462526,-5.9347721368035655,-3.7277922326116117,6.83795173778806,9.463020010074139,-0.9031796009844929
1776,1777,194,80.0,0.75,0.0938,0.1562,6.2624,6.2620000000000005,23.7356,90.0127,90.0086,120.0009,0.3809,2.3521,-7.649433817755816,1.2497886562118083,-10.018081406651191,-1.1428627002133018,17.667515224407005,-0.10692595599850466,-15.446694373943116,-6.471003057714986,-14.274222094776833,6.643455559316292,29.720916468719956,-0.172452501601308,-29.55239279195426,-9.4779492758896,-26.560941588840485,9.820895403108475,56.11333438079473,-0.3429461272188788,-13.018253832029936,-2.188962520630646,-9.667688349028847,2.4156530695749914,22.68594218105877,-0.2266905489443454
1777,1778,194,80.0,0.1562,0.6875,0.1562,6.4483,6.4482,24.1821,90.0048,90.00399999999999,119.994,0.2203,1.7998,-19.887994340478475,-6.713591220704566,-19.487005124915477,6.759326626692486,39.37499946539393,-0.04573540598792723,-3.5655635380832487,2.8739157579258245,-4.8320586224397974,-2.5987919480637456,8.397622160523046,-0.2751238098620812,-29.037932653580818,-9.869908165803926,-27.59987089660401,10.038402103597537,56.63780355018481,-0.1684939377936085,-6.155115401934611,-1.9711749103821417,-4.8859051952018575,2.1282570333311943,11.041020597136471,-0.1570821229490541
1778,1779,206,80.0,0.4375,0.5625,0.0,9.2204,9.22,9.2199,90.0047,90.0046,89.9954,0.1091,3.1609,-9.088648883598454,-4.672149441924827,9.845775810900843,-3.6712697097785036,-0.757126927302391,8.34341915170333,-5.384929814153797,-5.422847408487408,-4.230949738973216,5.874781763142104,9.615879553127016,-0.4519343546546987,-8.664222869490706,-11.675471086751685,-5.780047471809855,13.340501609705285,14.444270341300555,-1.665030522953612,0,0,0,0,0,0
1779,1780,206,80.0,0.4375,0.5625,0.0,9.2204,9.22,9.2199,90.0047,90.0046,89.9954,0.1075,3.1532,-4.670099163960805,8.274360465050172,9.928397460641037,-0.3204760092072077,-5.258298296680228,-7.953884455842963,7.637567384977239,-3.7722618134527828,-0.2871402542436787,8.004579222181132,-7.350427130733557,-4.2323174087283535,-8.664222869490706,-11.675471086751685,-5.780047471809855,13.340501609705285,14.444270341300555,-1.665030522953612,0,0,0,0,0,0
1780,1781,167,30.0,0.5,0.1667,0.3333,5.1087,5.1084,13.7499,89.9929,90.0076,120.0013,0.3184,2.4325,-0.682227118105766,1.080187550319588,1.9947474067720947,-0.20586021410665548,-1.3125202886663287,-0.8743273362129318,-6.838721150019527,-1.8806587888643367,-4.8092933167086995,2.1125716473528398,11.64801446672823,-0.23191285848850007,-12.395440361159446,-4.517163632407559,-6.5915691055315495,5.542124268475458,18.987009466691,-1.0249606360678982,-5.448183542466447,1.6661096828181672,-5.651480772218642,-1.6458892452765541,11.099664314685086,-0.020220437541613814
1781,1782,194,80.0,0.9062,0.0938,0.0,6.1007,6.1003,23.4176,90.0099,90.0003,120.0058,0.1958,3.7939,-4.852201778560667,0.9053285513197611,-5.722079685782668,-0.8570033271598713,10.574281464343331,-0.04832522415989062,-20.998637134255436,-6.877424186138729,-18.563317793627032,7.165572926781303,39.56195492788247,-0.28814874064257534,-29.574178078130117,-9.193006299446493,-25.992228960574025,9.596751168380806,55.566407038704135,-0.40374486893431677,0,0,0,0,0,0
1782,1783,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0655,3.7204,-5.942954919034186,-2.0181857793106426,-3.4677539822881296,2.4060748757520054,9.410708901322312,-0.3878890964413623,-6.082635377355197,1.6878504245333823,-6.527300096938821,-1.648632245244601,12.60993547429402,-0.0392181792887801,-11.997776585718531,-4.387144077545693,-6.488891582841679,5.354820976674844,18.486668168560207,-0.9676768991291537,0,0,0,0,0,0
1783,1784,33,80.0,0.5312,0.0312,0.4375,10.4814,8.9557,9.5844,90.0034,90.0005,90.0006,0.2363,1.9785,0.0,0.0,0.0,0.0,0.0,0.0,-2.9049637463875713,7.560153437411398,10.498770379107023,-1.959277091450963,-7.593806632719452,-5.600876345960433,-9.952272590919343,-12.678881525038443,17.57488909586338,-1.1722364100682745,-7.622616504944036,13.85111793510673,-7.45653403418075,-4.5553135969365215,-2.08410470697966,6.660572992290779,9.540638741160413,-2.105259395354249
1784,1785,167,30.0,0.3333,0.6667,0.0,4.9772,4.9768,13.4593,89.9952,90.0061,120.0005,0.0668,3.2915,-7.225211478387628,-2.3823038478661083,-5.877368467784397,2.5514808930533563,13.102579946172028,-0.16917704518724688,-4.421119012324116,1.700397125573849,-4.461645110669857,-1.6952331306804675,8.882764122993974,-0.005163994893380249,-12.083269974547182,-4.418335416915004,-6.509502983744092,5.399392758407217,18.59277295829127,-0.9810573414922099,0,0,0,0,0,0
1785,1786,227,40.0,0.5,0.25,0.25,10.2359,5.8895,14.5509,95.3405,94.6471,30.2148,0.3437,1.817,-0.8625448815569917,4.8431102727102555,9.681674344726593,-2.0828617460636707,-8.819129463169602,-2.7602485266465857,-0.6672809253282904,5.475647059494633,12.099944649739877,-2.5049257494499946,-11.432663724411592,-2.9707213100446404,-0.6445864211941038,16.53183717717424,-18.339608538980798,-8.69417871065799,18.9841949601749,-7.8376584665162525,5.931395575303945,-2.392318989676846,-0.7138533207612578,5.922215338854284,-5.217542254542686,-3.529896349177436
1786,1787,227,40.0,0.6875,0.0,0.3125,5.9433,5.9434,14.6025,90.0001,89.9967,120.0005,0.3996,1.6712,0.0,0.0,0.0,0.0,0.0,0.0,-4.524529070182401,3.842787974345642,-6.356331873651097,-3.434413486743352,10.880860943833502,-0.40837448760228756,-11.866018748286756,-6.891297693535558,-10.46542432907819,7.185591443333583,22.331443077364952,-0.2942937497980271,-6.926911829596532,-3.2937677882335894,-4.846071518815197,3.706174200202621,11.77298334841173,-0.4124064119690326
1787,1788,194,80.0,0.0,0.1875,0.8125,6.9838,6.9832,25.1446,90.0102,89.9856,119.9852,0.1251,0.8648,-8.497889142234666,3.0474639394833916,-9.061155123636512,-2.982981598778745,17.559044265871172,-0.06448234070464628,0.0,0.0,0.0,0.0,0.0,0.0,-29.376332803460713,-10.767464791080524,-29.11998383178478,10.798968387010017,58.4963166352455,-0.0315035959294883,-19.58205368687639,7.688035690112965,-19.793296367814968,-7.660588023679397,39.375350054691374,-0.027447666433576545
1788,1789,194,80.0,0.1875,0.4375,0.375,6.5994,6.5991,24.44,90.0069,90.0025,119.9914,0.3761,1.1251,-17.03106730583157,-4.874040634664477,-12.46026850658268,5.405087288113351,29.491335812414242,-0.5310466534488744,-9.142224653839637,2.9438670069583464,-12.282280854215353,-2.66962229703761,21.424505508054995,-0.27424470992073474,-29.223194851805577,-10.11107516196111,-27.96013532960321,10.261067761937763,57.18333018140878,-0.14999259997664596,-9.33886955803913,4.286378572417882,-11.808440428987229,-3.96517466928492,21.147309987026368,-0.32120390313296227
1789,1790,33,80.0,0.9062,0.0312,0.0625,9.8901,8.4916,9.1232,90.0055,90.0023,90.0012,0.0951,4.1075,0.0,0.0,0.0,0.0,0.0,0.0,-3.378484146725233,10.804445254078972,-8.72465907660047,-8.031111153977049,12.103143223325704,-2.7733341001019207,-9.024096404951154,-12.230989615742635,16.7041412994522,-0.6741697236307693,-7.680044894501037,12.905159339373403,-0.1784167349651831,2.1575761181617357,-3.0639338731927213,-1.1703509328093686,3.242350608157907,-0.987225185352367
1790,1791,206,80.0,0.5312,0.2812,0.1875,9.3473,9.3469,9.347000000000001,90.0029,90.0034,89.9974,0.2022,2.7804,-6.09658636656749,-1.8062573026581614,-3.066075642341202,2.2538817658306245,9.162662008908693,-0.44762446317246185,-8.24037313544463,-5.16978349197968,10.464469813780067,-2.4512498500501176,-2.224096678335438,7.621033342029798,-10.061494252531967,-10.771126682685814,-4.297952569990536,14.098484172203122,14.359446822522498,-3.327357489517305,-4.969411465002754,-2.756684940638382,5.887145415231937,-1.641351417041996,-0.9177339502291835,4.398036357680382
1791,1792,12,80.0,0.4375,0.2812,0.2812,24.3927,6.202000000000001,6.0758,89.9997,104.5965,90.0001,0.1201,1.9132,22.7552396401998,-0.05678595584014354,-11.131359752376133,3.963799696366401,-11.623879887823676,-3.9070137405262613,32.3566176241574,-0.1422862027914349,-17.012598919544217,-4.067615301453417,-15.344018704613182,4.20990150424485,52.86072177879171,-0.27343988573406475,-27.739774182876257,-8.142310326823788,-25.12094759591546,8.415750212557855,16.894487246289454,-0.32743708959765305,-9.87830452864905,-2.7354671465083733,-7.016182717640403,3.0629042361060246
1792,1793,194,80.0,0.125,0.4688,0.4062,6.6429,6.6426,24.5273,90.0041,90.0011,119.9904,0.3487,0.9185,-14.951186211313226,3.8970845362437094,-17.226343464621234,-3.717615203461561,32.17752967593446,-0.17946933278214702,-6.833205185646977,2.598147338789593,-8.98394014567268,-2.3728375910361574,15.817145331319654,-0.22530974775343446,-29.191566267230723,-10.1915148696043,-28.12898620932118,10.318248151338453,57.320552476551896,-0.12673328173415369,-13.912129105981734,-5.089263324306902,-8.415053565887602,5.9992838160103,22.327182671869334,-0.9100204917033995
1793,1794,33,40.0,0.0,0.1875,0.8125,5.5728,9.4822,10.1054,89.9994,89.9967,90.0,0.1365,0.8761,-0.9505920865978833,1.71955849385092,-1.111998481415734,-1.6321305676376738,2.062590568013618,-0.08742792621324687,0.0,0.0,0.0,0.0,0.0,0.0,-2.5322147922192695,9.963214967568803,12.072137161413886,-3.2305711966221073,-9.539922369194617,-6.7326437709467,-2.399582186307489,6.971502168045344,-8.132621938420995,-4.830153573307605,10.532204124728478,-2.14134859473774
1794,1795,194,80.0,0.0,0.8125,0.1875,6.5234,6.5234,24.3401,89.9947,90.0054,119.9916,0.1439,1.6164,-18.03746437469471,-7.4609043404327755,-17.420249520332977,7.547991298561524,35.45771389502768,-0.08708695812874986,0.0,0.0,0.0,0.0,0.0,0.0,-28.925209048896726,-10.015787619460797,-27.93285878236072,10.13300734933863,56.858067831257415,-0.11721972987783907,-10.84253069643557,1.7428078545871935,-11.504086066763854,-1.7087475899763236,22.346616763199425,-0.03406026461086937
1795,1796,33,40.0,0.0,0.25,0.75,5.5382,9.4298,10.0524,89.9992,89.9972,90.0,0.1453,0.9518,-3.3877222480482914,-3.7201919304734794,-2.3409651243019733,4.202757617972689,5.728687372350265,-0.48256568749920853,0.0,0.0,0.0,0.0,0.0,0.0,-2.4870255294814023,9.915025239805647,11.99612590049723,-3.2375408847404574,-9.50910037101583,-6.677484355065195,-1.4688816274093706,5.48726044843051,-7.55645502311247,-3.4727555397557,9.025336650521838,-2.0145049086748124
1796,1797,167,30.0,0.3333,0.6667,0.0,4.9772,4.9768,13.4593,89.9952,90.0061,120.0005,0.0774,3.2055,-6.143174067918534,-2.4757349092467043,-4.8408590222522845,2.679476381762781,10.984033090170815,-0.20374147251607952,-5.844201220129425,-1.5146476044954464,-5.553982027233652,1.540578203812864,11.398183247363077,-0.025930599317415478,-12.083269974547182,-4.418335416915004,-6.509502983744092,5.399392758407217,18.59277295829127,-0.9810573414922099,0,0,0,0,0,0
1797,1798,206,80.0,0.875,0.125,0.0,9.0371,9.0364,9.0366,90.0029,90.0038,89.9985,0.0866,4.53,-5.2788395403196615,-1.8857521651485452,5.7717444454144,-1.4406371523254273,-0.49290490509473706,3.326389317473973,-6.815691632752779,-8.863135204675174,-5.2025984028120025,9.693351569287946,12.018290035564778,-0.8302163646127712,-11.180790746088729,-8.835103680716067,-2.0616149649110818,14.099659003501133,13.242405710999808,-5.26455532278507,0,0,0,0,0,0
1798,1799,206,80.0,0.2188,0.4062,0.375,9.6445,9.6443,9.6443,90.0029,90.0029,89.9965,0.1912,1.7838,8.906794093462262,-3.461686073947775,-0.6346427716132869,7.786323997955686,-8.272151321848975,-4.324637924007912,-2.7154321565018975,4.103879563876395,8.705777614638466,-0.9145166861689642,-5.990345458136567,-3.189362877707431,-8.476407745752086,-12.626737869777577,-6.69759302030298,13.653669307721326,15.174000766055073,-1.0269314379437522,7.893238200534983,-0.5771415315972506,-3.2848295194781207,5.4512943677080195,-4.608408681056866,-4.874152836110769
1799,1800,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0654,3.7026,-5.541652251655535,-1.9950210299367022,-4.397610332283819,2.154218066948382,9.939262583939355,-0.1591970370116785,-6.331672793857226,-2.1116297597577467,-5.871061746103107,2.165444685007335,12.202734539960336,-0.05381492524958803,-11.997776585718531,-4.387144077545693,-6.488891582841679,5.354820976674844,18.486668168560207,-0.9676768991291537,0,0,0,0,0,0
1800,1801,206,80.0,0.0,0.1562,0.8438,10.1518,10.1518,10.152000000000001,90.0012,90.001,89.9983,0.0542,0.9876,4.409400139713388,-1.895922146953019,-0.2378596971726427,4.1357691039721525,-4.171540442540746,-2.239846957019134,0.0,0.0,0.0,0.0,0.0,0.0,-7.540061213179807,14.121254343872332,-8.459888916941587,-13.590215650920676,15.999950130121398,-0.5310386929516546,-6.134710127428609,11.69340155691835,13.410125606973558,-0.6448333009338407,-7.275415479544947,-11.048568255984511
1801,1802,167,30.0,0.6667,0.0833,0.25,5.0243,5.024,13.5733,89.9901,90.0106,120.0015,0.1733,3.2378,0.0,0.0,0.0,0.0,0.0,0.0,-7.2492679353122345,-2.315817536749491,-4.17022694591,2.773202036530517,11.419494881222237,-0.4573844997810255,-12.210501345975647,-4.453543112631475,-6.545323788338675,5.450735476139487,18.755825134314325,-0.9971923635080112,-3.91557736720873,0.31870621171846203,-5.574606424942914,-0.28360828745255995,9.490183792151646,-0.035097924265904495
1802,1803,194,80.0,0.5312,0.4688,0.0,6.2128,6.2127,23.6991,90.0189,89.9983,120.0013,0.2406,2.7835,-13.533105771593055,-5.903897862883717,-10.461035342396194,6.4302974320318365,23.994141113989247,-0.526399569148116,-16.546387137502638,3.6396391986305043,-16.941118013860535,-3.611149863004688,33.48750515136318,-0.028489335625818644,-29.249390844038643,-9.43127955257574,-26.647601246522402,9.728551657738976,55.896992090561035,-0.2972721051632538,0,0,0,0,0,0
1803,1804,227,40.0,0.6875,0.125,0.1875,10.0584,5.8243,14.3376,90.7744,90.8976,30.2899,0.3247,1.0618,-2.993687951941247,3.0405669572384912,-6.914596035112857,-2.3319021183790345,9.908283987054102,-0.7086648388594564,-0.06755241748836416,8.351848906303417,-10.593707101537102,-4.215740153231843,10.661259519025467,-4.136108753071579,-0.2778103642781644,14.963095865582757,-18.5308491602124,-7.648538739295336,18.808659524490576,-7.314557126287425,5.333088465391804,-0.48555761560450855,-4.066526740529601,-1.1444823032689742,-1.2665617248622016,1.6300399188734827
1804,1805,227,40.0,0.75,0.25,0.0,9.8735,5.6914,13.9587,92.5185,92.2888,30.1492,0.1428,3.2443,-0.7757898716090533,2.7007808389976984,-8.830082583803351,-1.5208647791840433,9.605872455412404,-1.1799160598136555,-3.2166515209688895,8.4036200905774,13.750520401274454,-2.5321252305358626,-10.533868880305569,-5.871494860041538,-1.2053389494040203,15.841929293618081,18.63267012882372,-7.1266679031090945,-17.427331179419706,-8.715261390508983,0,0,0,0,0,0
1805,1806,227,40.0,0.0,0.5,0.5,10.7409,6.1553,15.3995,99.2078,97.7281,30.2454,0.1956,1.0088,-4.662996935566165,6.574783419768227,13.137633654888628,-1.159559158683931,-8.474636719322463,-5.415224261084295,0.0,0.0,0.0,0.0,0.0,0.0,-3.5190548393460834,17.088122808282726,-17.656852786601544,-10.86686979935892,21.17590762594764,-6.221253008923803,-3.5900545780410487,5.240885618912506,-10.587435298600726,-3.7600625706321775,14.177489876641777,-1.4808230482803248
1806,1807,206,80.0,0.75,0.25,0.0,9.0894,9.0888,9.089,90.0034,90.0041,89.9976,0.0924,4.1088,7.992774602644729,-0.20009194704829913,-3.744543519964554,4.8627896392765235,-4.248231082680174,-4.662697692228224,-0.4072748947092982,9.703499371510105,9.993725546221109,-4.548995130974707,-9.586450651511807,-5.154504240535393,-10.461908576532723,-9.796766777264793,-3.253955970768621,13.957955786014553,13.715864547301349,-4.16118900874976,0,0,0,0,0,0
1807,1808,206,80.0,0.0312,0.0625,0.9062,10.1941,10.1941,10.1943,90.0007,90.0007,89.9989,0.0505,0.953,4.106758958916575,-0.253963634257062,-2.8292965946780404,-0.8811485067484113,-1.2774623642385354,1.1351121410054743,0.0,0.0,0.0,0.0,0.0,0.0,-7.990155524748623,13.948588757156317,-8.085227059890933,-13.893701328166628,16.075382584639556,-0.05488742898968524,11.900325271556973,-6.164924955939598,-0.141687048419382,12.555422871840083,-11.758638223137588,-6.390497915900484
1808,1809,12,20.0,0.125,0.75,0.125,12.3794,3.1017,5.9795,90.0,104.0611,90.0001,0.1321,1.699,7.179616864878033,-1.1432688871771337,-5.523552043124385,-2.611918124385299,-1.6560648217536458,3.7551870115624304,0.0,0.0,0.0,0.0,0.0,0.0,12.452961653494441,-0.9387198809291132,-8.280185571817242,-3.7996967637592123,-4.1727760816772,4.7384166446883285,0,0,0,0,0,0
1809,1810,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0592,3.7727,-5.09331885941484,1.7390970550639464,-6.062158140994392,-1.6412377655861754,11.155477000409235,-0.09785928947777188,-6.808860840450864,-1.9779124560269594,-4.2891009620099245,2.301812119403469,11.097961802460793,-0.32389966337651155,-11.997776585718531,-4.387144077545693,-6.488891582841679,5.354820976674844,18.486668168560207,-0.9676768991291537,0,0,0,0,0,0
